Order_ID,Order_Date,Year,MonthIndex,Month,Quarter,State,City,Dealer_Name,Sales_Channel,Bike_Model,Bike_Segment,Engine_CC,Color,Customer_Age,Customer_Gender,Payment_Mode,On_Road_Price,Discount,Insurance_Amount,Accessories_Amount,Finance_Amount,Exchange_Bonus,Net_Sales_Amount,Cost_Price,Gross_Profit,Delivery_Days,Customer_Rating
ORD00999,11/9/2025,2025,9,September,Q3,Maharashtra,Pune,Honda Dealer Pune,Corporate Sale,Shine 125,Commuter,125,Grey,25,Male,Finance,85722,1265,7171,3327,83678,779,94176,66573,27603,11,3.9
ORD01012,6/5/2025,2025,5,May,Q2,Maharashtra,Pune,Honda Dealer Pune,Showroom Walk-in,SP 125,Commuter,125,Red,43,Male,Cash,94915,2938,4187,8427,0,992,103599,75308,28291,13,5
ORD01047,20-07-2025,2025,7,July,Q3,Maharashtra,Pune,Honda Dealer Pune,Online Booking,Activa 6G,Scooter,110,Blue,46,Male,Cash,79482,5225,5313,9457,72528,1729,87298,65473,21825,12,4.7
ORD01052,1/6/2025,2025,6,June,Q2,Maharashtra,Pune,Honda Dealer Pune,Online Booking,Shine 125,Commuter,125,White,44,Male,Credit Card,84027,1743,7020,9867,77468,4816,94355,65768,28587,2,5
ORD01079,17-02-2025,2025,2,February,Q1,Maharashtra,Pune,Honda Dealer Pune,Online Booking,Activa 6G,Scooter,110,Black,38,Male,Cash,79699,6744,3346,7402,70816,2139,81564,60646,20918,10,3.9
ORD01080,6/2/2025,2025,2,February,Q1,Maharashtra,Pune,Honda Dealer Pune,Corporate Sale,Hornet 2.0,Sports,184,White,23,Female,Finance,143476,5861,7007,9201,133221,4394,149429,112043,37386,12,3.8
ORD01094,21-06-2025,2025,6,June,Q2,Maharashtra,Pune,Honda Dealer Pune,Corporate Sale,SP 125,Commuter,125,Red,53,Female,UPI,89463,3747,3393,8599,81589,4127,93581,70998,22583,14,4.1
ORD01116,16-12-2026,2026,12,December,Q4,Maharashtra,Pune,Honda Dealer Pune,Online Booking,Hornet 2.0,Sports,184,Black,29,Female,Credit Card,140146,3815,6790,3087,0,299,145909,109878,36031,10,4
ORD01127,20-01-2026,2026,1,January,Q1,Maharashtra,Pune,Honda Dealer Pune,Showroom Walk-in,SP 125,Commuter,125,Red,20,Female,Credit Card,93763,2644,4073,9001,0,2952,101241,73185,28056,11,4.7
ORD01150,18-04-2026,2026,4,April,Q2,Maharashtra,Pune,Honda Dealer Pune,Corporate Sale,Hornet 2.0,Sports,184,Red,38,Female,Finance,141940,2774,3166,2683,137099,2067,142948,105767,37181,13,4.4
ORD01157,15-09-2026,2026,9,September,Q3,Maharashtra,Pune,Honda Dealer Pune,Corporate Sale,Hornet 2.0,Sports,184,Grey,47,Female,Credit Card,138534,1204,5594,6767,135125,2205,147486,109249,38237,3,4.6
ORD01194,11/1/2025,2025,1,January,Q1,Maharashtra,Pune,Honda Dealer Pune,Online Booking,Shine 125,Commuter,125,White,53,Female,Cash,82307,921,6735,8960,0,3321,93760,69028,24732,2,3.9
ORD01218,22-06-2026,2026,6,June,Q2,Maharashtra,Pune,Honda Dealer Pune,Showroom Walk-in,Activa 6G,Scooter,110,Black,36,Female,Finance,79757,6478,6533,2731,71011,2268,80275,65916,14359,9,4.5
ORD01221,30-05-2026,2026,5,May,Q2,Maharashtra,Pune,Honda Dealer Pune,Online Booking,Hornet 2.0,Sports,184,Grey,47,Male,UPI,139785,1302,4316,5314,137865,618,147495,105664,41831,11,4.4
ORD01228,14-09-2025,2025,9,September,Q3,Maharashtra,Pune,Honda Dealer Pune,Corporate Sale,CB350,Premium,348,Grey,45,Male,Credit Card,210085,5794,7172,4212,201939,2352,213323,178486,34837,15,3.9
ORD01258,20-07-2025,2025,7,July,Q3,Maharashtra,Pune,Honda Dealer Pune,Online Booking,CB350,Premium,348,Black,55,Male,Finance,207600,4077,5747,2225,0,3057,208438,170304,38134,6,4.1
ORD01268,18-11-2025,2025,11,November,Q4,Maharashtra,Pune,Honda Dealer Pune,Online Booking,CB350,Premium,348,Black,26,Male,Cash,207128,134,5482,4927,204105,2889,214514,162866,51648,11,4.7
ORD01305,25-09-2026,2026,9,September,Q3,Maharashtra,Pune,Honda Dealer Pune,Online Booking,CB350,Premium,348,Red,35,Male,Finance,212026,5606,7568,7099,206030,390,220697,158192,62505,13,4.1
ORD01384,19-02-2025,2025,2,February,Q1,Maharashtra,Pune,Honda Dealer Pune,Showroom Walk-in,Unicorn,Premium Commuter,160,Red,25,Female,Cash,110766,4237,3254,5424,103404,3125,112082,82898,29184,12,4.6
ORD01403,11/1/2025,2025,1,January,Q1,Maharashtra,Pune,Honda Dealer Pune,Corporate Sale,Activa 6G,Scooter,110,Red,29,Male,Credit Card,80066,2773,6273,1614,0,1760,83420,61482,21938,1,5
ORD01430,24-03-2025,2025,3,March,Q1,Maharashtra,Pune,Honda Dealer Pune,Online Booking,Shine 125,Commuter,125,Black,55,Male,UPI,82366,4191,6068,1447,76974,1201,84489,68372,16117,9,4.7
ORD01445,21-10-2026,2026,10,October,Q4,Maharashtra,Pune,Honda Dealer Pune,Showroom Walk-in,Activa 6G,Scooter,110,Red,26,Female,Finance,78356,4222,6788,5562,72673,1461,85023,65122,19901,10,4.6
ORD01452,19-10-2026,2026,10,October,Q4,Maharashtra,Pune,Honda Dealer Pune,Online Booking,SP 125,Commuter,125,Grey,37,Female,Finance,91005,758,3580,6442,0,4022,96247,73051,23196,12,3.5
ORD01483,18-03-2026,2026,3,March,Q1,Maharashtra,Pune,Honda Dealer Pune,Corporate Sale,Hornet 2.0,Sports,184,White,55,Male,UPI,138115,1898,4336,4591,0,4961,140183,118373,21810,13,4
